"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11050","Assets","Securities",2015,9,20150930,1,"IRS_DB19","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCH BANK19_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,70568377.64,0,6.7e+07,0,70568377.64,0,0,"EUR",1,1,105.3259368,1,NA,6.7e+07,NA,NA,"Fixed","Bullet",NA,20320625,20510626,20510625,3.25,1,NA,0,35.737,NA,999,1.4244921,1,NA,0,0,0,0,"Todo","DERIVATEN",31.0346,31.4766,10.3115,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110623,1,"Years",20310625,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11051","Assets","Securities",2015,9,20150930,1,"IRS_DB19","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCH BANK19_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEVP","09000300",5030,"FVPL","DB_OTC_REAAL",NA,NA,1,-56163927.38,0,-6.7e+07,0,-56163927.38,0,0,"EUR",1,1,83.8267573,1,NA,-6.7e+07,NA,NA,"Floating","Bullet",NA,20311229,20510626,20510625,0,2,"EURIBOR6M",0,35.737,NA,999,0.4948769,2,NA,0,0,0,0,"Todo","DERIVATEN",35.5611,35.737,12.9997,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20110623,6,"Months",20310625,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11052","Assets","Securities",2015,9,20150930,1,"IRS_DB20","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCH BK20 (GB)_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,13173778.41,358333.33,13880737.88,0,13173778.41,0,0,"EUR",1,1,105.3902273,1,NA,12500000,NA,NA,"Fixed","Bullet",20150113,20160113,20170113,20170113,4,1,NA,0,1.2877,NA,999,-0.181593,1,NA,0,0,0,0,"Todo","DERIVATEN",1.253,1.2507,0.0286,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20120113,1,"Years",20120113,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11053","Assets","Securities",2015,9,20150930,1,"IRS_DB20","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCH BK20 (GB)_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-12534574.94,-1361.11,-12500000,0,-12534574.94,0,0,"EUR",1,1,100.2765995,1,NA,-12500000,NA,NA,"Floating","Bullet",20150713,20160113,20170113,20170113,0.049,2,"EURIBOR6M",0,1.2877,NA,999,-0.1646338,2,NA,0,0,0,0,"Todo","DERIVATEN",1.2894,1.2873,0.0295,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20120113,6,"Months",20120113,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11054","Assets","Securities",2015,9,20150930,1,"IRS_DB23","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_23_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-197732432.32,-1731111.11,-1.9e+08,0,-197732432.32,0,0,"EUR",1,1,104.0697012,1,NA,-1.9e+08,NA,NA,"Fixed","Bullet",NA,20151103,20231103,20231103,1,1,NA,0,8.0932,NA,999,0.4857593,1,NA,0,0,0,0,"Todo","DERIVATEN",7.7167,7.7542,0.6902,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,1,"Years",20141103,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11055","Assets","Securities",2015,9,20150930,1,"IRS_DB23","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_23_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,193944636.54,48291.67,1.9e+08,0,193944636.54,0,0,"EUR",1,1,102.0761245,1,NA,1.9e+08,NA,NA,"Floating","Bullet",20150504,20151103,20231103,20231103,0.061,2,"EURIBOR6M",0,8.0932,NA,999,-0.1924299,2,NA,0,0,0,0,"Todo","DERIVATEN",8.088,8.0724,0.7363,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,6,"Months",20141103,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11056","Assets","Securities",2015,9,20150930,1,"IRS_DB24","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_24_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,92633470.1,1376962.22,8.5e+07,0,92633470.1,0,0,"EUR",1,1,108.9805531,1,NA,8.5e+07,NA,NA,"Fixed","Bullet",NA,20151103,20371103,20371103,1.778,1,NA,0,22.0932,NA,999,1.3071723,1,NA,0,0,0,0,"Todo","DERIVATEN",18.138,18.3751,3.8905,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,1,"Years",20141103,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11057","Assets","Securities",2015,9,20150930,1,"IRS_DB24","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_24_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-88125050.63,-21604.17,-8.5e+07,0,-88125050.63,0,0,"EUR",1,1,103.6765302,1,NA,-8.5e+07,NA,NA,"Floating","Bullet",20150504,20151103,20371103,20371103,0.061,2,"EURIBOR6M",0,22.0932,NA,999,-0.1025693,2,NA,0,0,0,0,"Todo","DERIVATEN",21.9669,21.9443,5.0672,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,6,"Months",20141103,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11058","Assets","Securities",2015,9,20150930,1,"IRS_DB25","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_25_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,52222062.57,622554.17,5e+07,0,52222062.57,0,0,"EUR",1,1,104.4441251,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151214,20381213,20381212,1.551,1,NA,0,23.2027,NA,999,1.3271246,1,NA,0,0,0,0,"Todo","DERIVATEN",19.2691,19.5248,4.3468,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,1,"Years",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11135","Assets","Securities",2015,9,20150930,1,"IRS_DB25","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_25_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884523.62,-7554.17,-5e+07,0,-51884523.62,0,0,"EUR",1,1,103.7690472,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150612,20151214,20381213,20381212,0.049,2,"EURIBOR6M",0,23.2027,NA,999,-0.110573,2,NA,0,0,0,0,"Todo","DERIVATEN",23.0977,23.0721,5.5863,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,6,"Months",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11136","Assets","Securities",2015,9,20150930,1,"IRS_DB26","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_26_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,52222062.57,622554.17,5e+07,0,52222062.57,0,0,"EUR",1,1,104.4441251,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151214,20381213,20381212,1.551,1,NA,0,23.2027,NA,999,1.3271246,1,NA,0,0,0,0,"Todo","DERIVATEN",19.2691,19.5248,4.3468,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,1,"Years",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11137","Assets","Securities",2015,9,20150930,1,"IRS_DB26","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_26_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884523.62,-7554.17,-5e+07,0,-51884523.62,0,0,"EUR",1,1,103.7690472,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150612,20151214,20381213,20381212,0.049,2,"EURIBOR6M",0,23.2027,NA,999,-0.110573,2,NA,0,0,0,0,"Todo","DERIVATEN",23.0977,23.0721,5.5863,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,6,"Months",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11138","Assets","Securities",2015,9,20150930,1,"IRS_DB27","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_27_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,52057771.17,616131.94,5e+07,0,52057771.17,0,0,"EUR",1,1,104.1155423,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151214,20381213,20381212,1.535,1,NA,0,23.2027,NA,999,1.3276593,1,NA,0,0,0,0,"Todo","DERIVATEN",19.2949,19.5511,4.3548,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,1,"Years",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11139","Assets","Securities",2015,9,20150930,1,"IRS_DB27","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_27_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884523.62,-7554.17,-5e+07,0,-51884523.62,0,0,"EUR",1,1,103.7690472,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150612,20151214,20381213,20381212,0.049,2,"EURIBOR6M",0,23.2027,NA,999,-0.110573,2,NA,0,0,0,0,"Todo","DERIVATEN",23.0977,23.0721,5.5863,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,6,"Months",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11140","Assets","Securities",2015,9,20150930,1,"IRS_DB28","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_28_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,52057771.17,616131.94,5e+07,0,52057771.17,0,0,"EUR",1,1,104.1155423,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151214,20381213,20381212,1.535,1,NA,0,23.2027,NA,999,1.3276593,1,NA,0,0,0,0,"Todo","DERIVATEN",19.2949,19.5511,4.3548,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,1,"Years",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11141","Assets","Securities",2015,9,20150930,1,"IRS_DB28","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_28_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884523.62,-7554.17,-5e+07,0,-51884523.62,0,0,"EUR",1,1,103.7690472,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150612,20151214,20381213,20381212,0.049,2,"EURIBOR6M",0,23.2027,NA,999,-0.110573,2,NA,0,0,0,0,"Todo","DERIVATEN",23.0977,23.0721,5.5863,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141212,6,"Months",20141212,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11313","Assets","Securities",2015,9,20150930,1,"IRS_DB29","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_29_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,51759830.81,598216.67,5e+07,0,51759830.81,0,0,"EUR",1,1,103.5196616,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151215,20381215,20381215,1.506,1,NA,0,23.2082,NA,999,1.3286897,1,NA,0,0,0,0,"Todo","DERIVATEN",19.3483,19.6054,4.3717,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141215,1,"Years",20141215,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11314","Assets","Securities",2015,9,20150930,1,"IRS_DB29","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_29_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884561.53,-7350,-5e+07,0,-51884561.53,0,0,"EUR",1,1,103.7691231,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150615,20151215,20381215,20381215,0.049,2,"EURIBOR6M",0,23.2082,NA,999,-0.1105386,2,NA,0,0,0,0,"Todo","DERIVATEN",23.1032,23.0776,5.5889,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141215,6,"Months",20141215,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11323","Assets","Securities",2015,9,20150930,1,"IRS_DB30","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_30_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,51759830.81,598216.67,5e+07,0,51759830.81,0,0,"EUR",1,1,103.5196616,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151215,20381215,20381215,1.506,1,NA,0,23.2082,NA,999,1.3286897,1,NA,0,0,0,0,"Todo","DERIVATEN",19.3483,19.6054,4.3717,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141215,1,"Years",20141215,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11324","Assets","Securities",2015,9,20150930,1,"IRS_DB30","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_30_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884561.53,-7350,-5e+07,0,-51884561.53,0,0,"EUR",1,1,103.7691231,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150615,20151215,20381215,20381215,0.049,2,"EURIBOR6M",0,23.2082,NA,999,-0.1105386,2,NA,0,0,0,0,"Todo","DERIVATEN",23.1032,23.0776,5.5889,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141215,6,"Months",20141215,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"11325","Assets","Securities",2015,9,20150930,1,"IRS_DB31","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_31_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,51317935.32,577072.22,5e+07,0,51317935.32,0,0,"EUR",1,1,102.6358706,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151217,20381217,20381217,1.463,1,NA,0,23.2137,NA,999,1.3302039,1,NA,0,0,0,0,"Todo","DERIVATEN",19.4248,19.6831,4.3958,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141217,1,"Years",20141217,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16295","Assets","Securities",2015,9,20150930,1,"IRS_DB31","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_31_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884432.56,-7213.89,-5e+07,0,-51884432.56,0,0,"EUR",1,1,103.7688651,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150617,20151217,20381217,20381217,0.049,2,"EURIBOR6M",0,23.2137,NA,999,-0.1104903,2,NA,0,0,0,0,"Todo","DERIVATEN",23.1087,23.0831,5.5915,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141217,6,"Months",20141217,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16296","Assets","Securities",2015,9,20150930,1,"IRS_DB32","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_32_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,51317935.32,577072.22,5e+07,0,51317935.32,0,0,"EUR",1,1,102.6358706,1,NA,5e+07,NA,NA,"Fixed","Bullet",NA,20151217,20381217,20381217,1.463,1,NA,0,23.2137,NA,999,1.3302039,1,NA,0,0,0,0,"Todo","DERIVATEN",19.4248,19.6831,4.3958,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141217,1,"Years",20141217,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16297","Assets","Securities",2015,9,20150930,1,"IRS_DB32","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BANK_32_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","GB","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,-51884432.56,-7213.89,-5e+07,0,-51884432.56,0,0,"EUR",1,1,103.7688651,1,NA,-5e+07,NA,NA,"Floating","Bullet",20150617,20151217,20381217,20381217,0.049,2,"EURIBOR6M",0,23.2137,NA,999,-0.1104903,2,NA,0,0,0,0,"Todo","DERIVATEN",23.1087,23.0831,5.5915,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141217,6,"Months",20141217,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16298","Assets","Securities",2015,9,20150930,1,"IRS_DB45","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_45_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,132557010.37,513562.5,124500000,0,132557010.37,0,0,"EUR",1,1,106.4714943,1,NA,124500000,NA,NA,"Fixed","Bullet",NA,20160622,20400622,20400622,1.65,1,NA,0,24.7275,NA,999,1.3407392,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3104,20.5827,4.8343,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16299","Assets","Securities",2015,9,20150930,1,"IRS_DB45","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_45_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","DB_OTC_REAAL",NA,NA,2,-129088530.31,-13034.65,-124500000,0,-129088530.31,0,0,"EUR",1,1,103.6855665,1,NA,-124500000,NA,NA,"Floating","Bullet",NA,20151222,20400622,20400622,0.040968,2,"EURIBOR6M",0,24.7275,NA,999,-0.1054777,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6299,24.6039,6.3331,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
"16300","Assets","Securities",2015,9,20150930,1,"IRS_DB46","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_DEUTSCHE BNK_46_DURATION","Deutsche Bank AG","DEUTSCHE BNK OTC","DE","DE",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","DB_OTC_REAAL",NA,NA,2,132557010.37,513562.5,124500000,0,132557010.37,0,0,"EUR",1,1,106.4714943,1,NA,124500000,NA,NA,"Fixed","Bullet",NA,20160622,20400622,20400622,1.65,1,NA,0,24.7275,NA,999,1.3407392,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3104,20.5827,4.8343,0,0,0,0,0,NA,NA,NA,0,"Deutsche Bank AG","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Deutsche Bank AG","BBG001FFFZP6","A-",NA,996,"2015-10-09 13:22:30"
