"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16712","Assets","Securities",2015,9,20150930,1,"IRS_GS12","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_12_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-83022557.64,-20333.33,-8e+07,0,-83022557.64,0,0,"EUR",1,1,103.778197,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150504,20151103,20381103,20381103,0.061,2,"EURIBOR6M",0,23.0932,NA,999,-0.0997718,2,NA,0,0,0,0,"Todo","DERIVATEN",22.9537,22.9308,5.5234,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,6,"Months",20141103,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16713","Assets","Securities",2015,9,20150930,1,"IRS_GS13","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_13_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-131616927.28,-1605833.33,-1.25e+08,0,-131616927.28,0,0,"EUR",1,1,105.2935418,1,NA,-1.25e+08,NA,NA,"Fixed","Bullet",NA,20151103,20281103,20281103,1.41,1,NA,0,13.0936,NA,999,0.9770691,1,NA,0,0,0,0,"Todo","DERIVATEN",11.8205,11.936,1.6044,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,1,"Years",20141103,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16714","Assets","Securities",2015,9,20150930,1,"IRS_GS13","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_13_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,128658966.04,31770.83,1.25e+08,0,128658966.04,0,0,"EUR",1,1,102.9271728,1,NA,1.25e+08,NA,NA,"Floating","Bullet",20150504,20151103,20281103,20281103,0.061,2,"EURIBOR6M",0,13.0936,NA,999,-0.1591856,2,NA,0,0,0,0,"Todo","DERIVATEN",13.0613,13.0405,1.8415,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141103,6,"Months",20141103,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16715","Assets","Securities",2015,9,20150930,1,"IRS_GS14","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_14_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-141731396.95,-1638150,-1.35e+08,0,-141731396.95,0,0,"EUR",1,1,104.98622,1,NA,-1.35e+08,NA,NA,"Fixed","Bullet",NA,20151105,20271105,20271105,1.34,1,NA,0,12.0986,NA,999,0.9028802,1,NA,0,0,0,0,"Todo","DERIVATEN",11.0471,11.1469,1.3996,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141105,1,"Years",20141105,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16716","Assets","Securities",2015,9,20150930,1,"IRS_GS14","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_14_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,138739181.74,35760,1.35e+08,0,138739181.74,0,0,"EUR",1,1,102.7697643,1,NA,1.35e+08,NA,NA,"Floating","Bullet",20150505,20151105,20271105,20271105,0.064,2,"EURIBOR6M",0,12.0986,NA,999,-0.1616094,2,NA,0,0,0,0,"Todo","DERIVATEN",12.0704,12.0509,1.5817,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141105,6,"Months",20141105,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"16717","Assets","Securities",2015,9,20150930,1,"IRS_GS15","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_15_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,86880790.6,1270675.56,8e+07,0,86880790.6,0,0,"EUR",1,1,108.6009883,1,NA,8e+07,NA,NA,"Fixed","Bullet",NA,20151105,20381105,20381105,1.754,1,NA,0,23.0986,NA,999,1.3194107,1,NA,0,0,0,0,"Todo","DERIVATEN",18.8538,19.1026,4.2103,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141105,1,"Years",20141105,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21858","Assets","Securities",2015,9,20150930,1,"IRS_GS15","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACH_15_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-83022862.49,-21191.11,-8e+07,0,-83022862.49,0,0,"EUR",1,1,103.7785781,1,NA,-8e+07,NA,NA,"Floating","Bullet",20150505,20151105,20381105,20381105,0.064,2,"EURIBOR6M",0,23.0986,NA,999,-0.0967646,2,NA,0,0,0,0,"Todo","DERIVATEN",22.9505,22.9283,5.5231,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20141105,6,"Months",20141105,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21859","Assets","Securities",2015,9,20150930,1,"IRS_GS34","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_34_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,116224753.27,455700,108500000,0,116224753.27,0,0,"EUR",1,1,107.1195883,1,NA,108500000,NA,NA,"Fixed","Bullet",NA,20160615,20400615,20400615,1.68,1,NA,0,24.7083,NA,999,1.3395811,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2485,20.5197,4.8116,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21860","Assets","Securities",2015,9,20150930,1,"IRS_GS34","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_34_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-112497759.97,-10011.11,-108500000,0,-112497759.97,0,0,"EUR",1,1,103.6845714,1,NA,-108500000,NA,NA,"Floating","Bullet",NA,20151215,20400615,20400615,0.036105,2,"EURIBOR6M",0,24.7083,NA,999,-0.1103932,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6267,24.5995,6.3291,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21871","Assets","Securities",2015,9,20150930,1,"IRS_GS35","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_35_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,114081464.57,218680,106500000,0,114081464.57,0,0,"EUR",1,1,107.1187461,1,NA,106500000,NA,NA,"Fixed","Bullet",20150817,20160815,20400815,20400815,1.68,1,NA,0,24.875,NA,999,1.3414855,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3999,20.6736,4.8768,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21872","Assets","Securities",2015,9,20150930,1,"IRS_GS35","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_35_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-110427843.73,-6123.75,-106500000,0,-110427843.73,0,0,"EUR",1,1,103.6881162,1,NA,-106500000,NA,NA,"Floating","Bullet",20150817,20160215,20400815,20400815,0.046,2,"EURIBOR6M",0,24.875,NA,999,-0.0996998,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.7608,24.7361,6.4015,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21873","Assets","Securities",2015,9,20150930,1,"IRS_GS36","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_36_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,114081464.57,218680,106500000,0,114081464.57,0,0,"EUR",1,1,107.1187461,1,NA,106500000,NA,NA,"Fixed","Bullet",20150817,20160815,20400815,20400815,1.68,1,NA,0,24.875,NA,999,1.3414855,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3999,20.6736,4.8768,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21874","Assets","Securities",2015,9,20150930,1,"IRS_GS36","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_36_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-110427843.73,-6123.75,-106500000,0,-110427843.73,0,0,"EUR",1,1,103.6881162,1,NA,-106500000,NA,NA,"Floating","Bullet",20150817,20160215,20400815,20400815,0.046,2,"EURIBOR6M",0,24.875,NA,999,-0.0996998,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.7608,24.7361,6.4015,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21875","Assets","Securities",2015,9,20150930,1,"IRS_GS37","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_37_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-112494875.86,-4424.8,-108500000,0,-112494875.86,0,0,"EUR",1,1,103.6819132,1,NA,-108500000,NA,NA,"Floating","Bullet",NA,20151116,20400515,20400515,0.015958,2,"EURIBOR6M",0,24.6236,NA,999,-0.130848,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.608,24.5758,6.3098,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"21876","Assets","Securities",2015,9,20150930,1,"IRS_GS37","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_37_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,116227203.33,455700,108500000,0,116227203.33,0,0,"EUR",1,1,107.1218464,1,NA,108500000,NA,NA,"Fixed","Bullet",NA,20160516,20400515,20400515,1.68,1,NA,0,24.6236,NA,999,1.3386717,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.1907,20.461,4.7834,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22046","Assets","Securities",2015,9,20150930,1,"IRS_GS38","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_38_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-110428437.32,-11306.75,-106500000,0,-110428437.32,0,0,"EUR",1,1,103.6886735,1,NA,-106500000,NA,NA,"Floating","Bullet",20150715,20160115,20400716,20400715,0.049,2,"EURIBOR6M",0,24.793,NA,999,-0.097216,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.669,24.645,6.3567,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22047","Assets","Securities",2015,9,20150930,1,"IRS_GS38","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_38_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,114084627.54,377720,106500000,0,114084627.54,0,0,"EUR",1,1,107.121716,1,NA,106500000,NA,NA,"Fixed","Bullet",20150715,20160715,20400716,20400715,1.68,1,NA,0,24.793,NA,999,1.3405192,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3172,20.5895,4.8426,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22048","Assets","Securities",2015,9,20150930,1,"IRS_GS39","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_39_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,116227203.33,455700,108500000,0,116227203.33,0,0,"EUR",1,1,107.1218464,1,NA,108500000,NA,NA,"Fixed","Bullet",NA,20160516,20400515,20400515,1.68,1,NA,0,24.6236,NA,999,1.3386717,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.1907,20.461,4.7834,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22049","Assets","Securities",2015,9,20150930,1,"IRS_GS39","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_39_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEV","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-112494875.86,-4424.8,-108500000,0,-112494875.86,0,0,"EUR",1,1,103.6819132,1,NA,-108500000,NA,NA,"Floating","Bullet",NA,20151116,20400515,20400515,0.015958,2,"EURIBOR6M",0,24.6236,NA,999,-0.130848,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.608,24.5758,6.3098,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22062","Assets","Securities",2015,9,20150930,1,"IRS_GS40","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_40_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,116224753.27,455700,108500000,0,116224753.27,0,0,"EUR",1,1,107.1195883,1,NA,108500000,NA,NA,"Fixed","Bullet",NA,20160615,20400615,20400615,1.68,1,NA,0,24.7083,NA,999,1.3395811,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.2485,20.5197,4.8116,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22063","Assets","Securities",2015,9,20150930,1,"IRS_GS40","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_40_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-112497759.97,-10011.11,-108500000,0,-112497759.97,0,0,"EUR",1,1,103.6845714,1,NA,-108500000,NA,NA,"Floating","Bullet",NA,20151215,20400615,20400615,0.036105,2,"EURIBOR6M",0,24.7083,NA,999,-0.1103932,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.6267,24.5995,6.3291,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22064","Assets","Securities",2015,9,20150930,1,"IRS_GS41","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_41_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,114084627.54,377720,106500000,0,114084627.54,0,0,"EUR",1,1,107.121716,1,NA,106500000,NA,NA,"Fixed","Bullet",20150715,20160715,20400716,20400715,1.68,1,NA,0,24.793,NA,999,1.3405192,1,NA,0,0,0,0,"Todo","SWAPSPRD",20.3172,20.5895,4.8426,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,1,"Years",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22065","Assets","Securities",2015,9,20150930,1,"IRS_GS41","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_41_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","GSI_OTC_REAAL",NA,NA,2,-110428437.32,-11306.75,-106500000,0,-110428437.32,0,0,"EUR",1,1,103.6886735,1,NA,-106500000,NA,NA,"Floating","Bullet",20150715,20160115,20400716,20400715,0.049,2,"EURIBOR6M",0,24.793,NA,999,-0.097216,2,NA,0,0,0,0,"Todo","SWAPSPRD",24.669,24.645,6.3567,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150701,6,"Months",20150701,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22085","Assets","Securities",2015,9,20150930,1,"IRS_GS42","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_42_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,37614717.32,148541.67,35990000,0,37614717.32,0,0,"EUR",1,1,130.8337994,1,NA,28750000,NA,NA,"Fixed","Bullet",NA,20160729,20350730,20350729,3,1,NA,0,19.8301,NA,999,1.2387921,1,NA,0,0,0,0,"Todo","DERIVATEN",15.6373,15.831,2.9609,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150724,1,"Years",20150729,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22086","Assets","Securities",2015,9,20150930,1,"IRS_GS42","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_GOLDMAN SACHS_42_DURATION","Goldman Sachs International","GOLDMAN SACH OTC","GB","US",1,1,"REAL EIGEN","REALBULEVP","09000000",5030,"FVPL","GSI_OTC_REAAL",NA,NA,2,-29732904.31,-2504.44,-28750000,0,-29732904.31,0,0,"EUR",1,1,103.4187976,1,NA,-28750000,NA,NA,"Floating","Bullet",NA,20160129,20350730,20350729,0.049,2,"EURIBOR6M",0,19.8301,NA,999,-0.1205478,2,NA,0,0,0,0,"Todo","DERIVATEN",19.7595,19.7356,4.1146,0,0,0,0,0,NA,NA,NA,0,"Goldman Sachs Group Inc/The","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20150724,6,"Months",20150729,NA,NA,NA,"Goldman Sachs Group Inc/The","BBG001FNXYJ9","A-",NA,996,"2015-10-09 13:22:30"
"22087","Assets","Securities",2015,9,20150930,1,"IRS_HSBC01","IRS",0,"XTD1","CORPORATES","FINANCIALS","FINANCIALS",NA,"SWP_HSBC01_DURATION","HSBC Bank Plc","HSBC BANK OTC","GB","GB",1,1,"REAL EIGEN","REALBUPNS","09000000",5600,"FVPL","HSBC_OTC_REAAL",NA,NA,1,95821275.88,538699.4,80700000,0,95821275.88,0,0,"EUR",1,1,118.7376405,1,NA,80700000,NA,NA,"Fixed","Bullet",20150619,20160620,20330620,20330619,2.356,1,NA,0,17.7205,NA,999,1.1782413,1,NA,0,0,0,0,"Todo","DERIVATEN",14.7306,14.9042,2.5644,0,0,0,0,0,NA,NA,NA,0,"HSBC Holdings PLC","(None)",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NR","Derivaten","Swap","Todo",20130619,1,"Years",20130619,NA,NA,NA,"HSBC Holdings PLC","BBG001FW5RD1","A+",NA,996,"2015-10-09 13:22:30"
